Number,Reference ID,Tube Diameter,Heated Length,Pressure,Mass Flux,Outlet Quality,Inlet Subcooling,Inlet Temperature,CHF,CHF LUT,Enthalpy value of water,Enthalpy value of air,Enthalpy Temperature,H/D
11940,31,0.0108,3,15690,1984,0.299,40,341.08,589,604.808020745502,1637.3644871103252,2590.4533382973623,618.9241500764123,277.77777777777777
11941,31,0.0108,3,15690,2784,0.112,497,261.33,1517,1484.89302928837,1637.3644871103252,2590.4533382973623,618.9241500764123,277.77777777777777
11942,31,0.0108,3,15690,2784,0.137,398,281.3,1335,1337.36885590762,1637.3644871103252,2590.4533382973623,618.9241500764123,277.77777777777777
11943,31,0.0108,3,15690,2784,0.185,292,301.41,1197,1102.36660949777,1637.3644871103252,2590.4533382973623,618.9241500764123,277.77777777777777
11944,31,0.0108,3,15690,2784,0.247,175,321.57,1059,881.37361516827,1637.3644871103252,2590.4533382973623,618.9241500764123,277.77777777777777
11945,31,0.0108,3,15690,2784,0.259,51,339.68,760,832.311575129788,1637.3644871103252,2590.4533382973623,618.9241500764123,277.77777777777777
11946,31,0.01075,4,15690,1004,0.137,1470,36.62,1071,1268.3099452617,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11947,31,0.01075,4,15690,1010,0.15,1381,58.09,1026,1202.32869245329,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11948,31,0.01075,4,15690,1004,0.142,1381,58.09,1014,1243.46164423315,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11949,31,0.01075,4,15690,1010,0.134,1301,77.34,962,1281.80685002016,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11950,31,0.01075,4,15690,1004,0.161,1297,78.3,969,1142.23416220378,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11951,31,0.01075,4,15690,1010,0.175,1217,97.48,932,1063.04247956591,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11952,31,0.01075,4,15690,1010,0.19,1133,117.53,885,979.470751833476,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11953,31,0.01075,4,15690,1010,0.196,1048,137.68,832,946.042060740503,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11954,31,0.01075,4,15690,1010,0.229,962,157.89,795,875.520997110632,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11955,31,0.01075,4,15690,1010,0.246,874,178.32,747,847.245149432904,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11956,31,0.01075,4,15690,1010,0.261,785,198.66,698,813.507542461907,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11957,31,0.01075,4,15690,1007,0.287,691,219.72,651,750.195299513249,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11958,31,0.01075,4,15690,1007,0.286,597,240.24,588,752.650790820235,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11959,31,0.01075,4,15690,1010,0.326,507,259.26,554,649.123184323772,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11960,31,0.01075,4,15690,1010,0.347,401,280.71,496,593.911265454273,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11961,31,0.01075,4,15690,1010,0.372,287,302.32,441,528.596675222402,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11962,31,0.01075,4,15690,1010,0.408,175,321.57,390,444.467484833673,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11963,31,0.01075,4,15690,1010,0.434,43,340.7,314,408.587287242881,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11964,31,0.01075,4,15690,1519,0.083,1217,97.48,1314,1436.74369456448,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11965,31,0.01075,4,15690,1519,0.108,1133,117.53,1244,1293.92601080454,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11966,31,0.01075,4,15690,1519,0.128,1046,138.16,1181,1197.71502946718,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11967,31,0.01075,4,15690,1519,0.12,962,157.89,1089,1236.19942200212,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11968,31,0.01075,4,15690,1519,0.147,874,178.32,1028,1106.31459719668,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11969,31,0.01075,4,15690,1519,0.176,785,198.66,966,982.739581752964,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11970,31,0.01075,4,15690,1519,0.197,693,219.28,895,894.585322787376,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11971,31,0.01075,4,15690,1519,0.213,604,238.73,822,851.980057863883,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11972,31,0.01075,4,15690,1509,0.232,502,260.3,735,807.526280409027,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11973,31,0.01075,4,15690,1509,0.247,406,279.73,654,773.158357234831,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11974,31,0.01075,4,15690,1509,0.29,292,301.41,586,623.827237535155,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11975,31,0.01075,4,15690,1503,0.315,175,321.57,491,548.809614550351,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11976,31,0.01075,4,15690,2011,0.175,502,260.3,907,1040.31008011445,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11977,31,0.01075,4,15690,1993,0.244,398,281.3,850,798.497390203907,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11978,31,0.01075,4,15690,1993,0.252,298,300.31,733,772.626020822416,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11979,31,0.01075,4,15690,2011,0.287,175,321.57,623,650.044701119417,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11980,31,0.01075,4,15690,2014,0.316,43,340.7,474,544.731017094744,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11981,31,0.01075,4,15690,2749,0.175,395,281.89,1061,1146.13598188911,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11982,31,0.01075,4,15690,2749,0.228,295,300.86,962,941.234354663134,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11983,31,0.01075,4,15690,2749,0.268,175,321.57,817,791.229717328132,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11984,31,0.01075,4,15690,2783,0.296,51,339.68,632,672.303733675076,1637.3644871103252,2590.4533382973623,618.9241500764123,372.093023255814
11985,31,0.01075,5,15690,1010,0.389,502,260.3,474,484.221132256096,1637.3644871103252,2590.4533382973623,618.9241500764123,465.1162790697675
11986,31,0.01075,5,15690,1010,0.397,401,280.71,425,463.338523801363,1637.3644871103252,2590.4533382973623,618.9241500764123,465.1162790697675
11987,31,0.01075,5,15690,1010,0.416,292,301.41,379,433.427424036506,1637.3644871103252,2590.4533382973623,618.9241500764123,465.1162790697675
11988,31,0.01075,5,15690,1010,0.433,169,322.54,323,409.967294842527,1637.3644871103252,2590.4533382973623,618.9241500764123,465.1162790697675
11989,31,0.01075,6,15690,499,0.564,497,261.33,232,411.16072758999,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
11990,31,0.01075,6,15690,499,0.569,401,280.71,212,401.761188451914,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
11991,31,0.01075,6,15690,499,0.551,298,300.31,187,435.599529348988,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
11992,31,0.01075,6,15690,499,0.556,181,320.6,161,426.199990210912,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
11993,31,0.01075,6,15690,499,0.575,51,339.68,136,390.481741486222,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
11994,31,0.01075,6,15690,992,0.402,507,259.26,396,460.916082808033,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
11995,31,0.01075,6,15690,992,0.419,401,280.71,357,437.30698979797,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
11996,31,0.01075,6,15690,992,0.446,295,300.86,324,399.810195017281,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
11997,31,0.01075,6,15690,992,0.483,181,320.6,290,320.279009260801,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
11998,31,0.01075,6,15690,992,0.577,40,341.08,264,202.362661965392,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
11999,31,0.01075,6,15690,1546,0.228,1048,137.68,868,819.133055051771,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
12000,31,0.01075,6,15690,1537,0.232,957,159.06,804,809.179339914057,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
12001,31,0.01075,6,15690,1528,0.268,874,178.32,768,702.724111237192,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
12002,31,0.01075,6,15690,1525,0.261,785,198.66,702,727.56194610304,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
12003,31,0.01075,6,15690,1525,0.261,693,219.28,640,727.56194610304,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
12004,31,0.01075,6,15690,1525,0.293,604,238.73,602,613.624009092454,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
12005,31,0.01075,6,15690,1525,0.297,505,259.68,539,599.38176696613,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
12006,31,0.01075,6,15690,1528,0.322,401,280.71,487,530.071022868538,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
12007,31,0.01075,6,15690,1528,0.322,292,301.41,416,530.071022868538,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
12008,31,0.01075,6,15690,1552,0.349,181,320.6,366,456.176544986701,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
12009,31,0.01075,6,15690,1540,0.37,47,340.2,280,387.128075383276,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
12010,31,0.01075,6,15690,2020,0.257,604,238.73,767,757.267647726824,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
12011,31,0.01075,6,15690,2014,0.263,502,260.3,680,735.36520900793,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
12012,31,0.01075,6,15690,2014,0.285,401,280.71,609,657.387601933492,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
12013,31,0.01075,6,15690,2014,0.298,292,301.41,528,611.30992502587,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
12014,31,0.01075,6,15690,2014,0.326,175,321.57,448,507.549745494292,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
12015,31,0.01075,6,15690,2014,0.351,51,339.68,348,414.059603450913,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
12016,31,0.01075,6,15690,2804,0.258,401,280.71,817,841.041091413055,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
12017,31,0.01075,6,15690,2804,0.275,298,300.31,714,766.079735051711,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
12018,31,0.01075,6,15690,2773,0.302,181,320.6,597,646.945471620817,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
12019,31,0.01075,6,15690,2783,0.35,54,339.3,490,471.950853070547,1637.3644871103252,2590.4533382973623,618.9241500764123,558.139534883721
12020,31,0.0146,6,15690,555,0.519,1217,97.48,566,396.063871015281,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12021,31,0.0146,6,15690,555,0.538,1133,117.53,545,365.977999712715,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12022,31,0.0146,6,15690,555,0.559,1048,137.68,524,332.725194588826,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12023,31,0.0146,6,15690,555,0.564,962,157.89,496,324.807860035519,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12024,31,0.0146,6,15690,555,0.587,874,178.32,475,288.388121090308,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12025,31,0.0146,6,15690,555,0.605,785,198.66,453,264.352084025769,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12026,31,0.0146,6,15690,555,0.631,693,219.28,432,246.407054450874,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12027,31,0.0146,6,15690,555,0.647,599,239.81,408,235.363959327862,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12028,31,0.0146,6,15690,555,0.667,502,260.3,382,221.560090424097,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12029,31,0.0146,6,15690,555,0.698,401,280.71,360,200.164093623262,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12030,31,0.0146,6,15690,555,0.709,292,301.41,330,189.130831758214,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12031,31,0.0146,6,15690,555,0.688,175,321.57,286,207.066028075144,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12032,31,0.0146,6,15690,555,0.663,43,340.7,233,224.32086420485,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12033,31,0.0146,6,15690,835,0.205,1217,97.48,704,914.473922269149,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12034,31,0.0146,6,15690,835,0.221,1133,117.53,671,878.042699345915,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12035,31,0.0146,6,15690,830,0.25,1048,137.68,633,814.720509393518,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12036,31,0.0146,6,15690,830,0.276,962,157.89,604,759.207779808705,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12037,31,0.0146,6,15690,832,0.298,874,178.32,575,711.175188534686,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12038,31,0.0146,6,15690,830,0.321,785,198.66,540,650.091109682359,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12039,31,0.0146,6,15690,830,0.339,693,219.28,505,600.484694959847,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12040,31,0.0146,6,15690,830,0.363,599,239.81,473,547.414273063164,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12041,31,0.0146,6,15690,830,0.395,502,260.3,440,491.401003703481,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12042,31,0.0146,6,15690,830,0.427,401,280.71,408,441.138511403973,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12043,31,0.0146,6,15690,830,0.449,292,301.41,367,407.315207064519,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12044,31,0.0146,6,15690,830,0.482,175,321.57,326,335.981253969123,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12045,31,0.0146,6,15690,1072,0.25,874,178.32,715,713.200367110443,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12046,31,0.0146,6,15690,1091,0.253,785,198.66,673,703.913359210058,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12047,31,0.0146,6,15690,1091,0.284,693,219.28,633,633.581349072418,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12048,31,0.0146,6,15690,1089,0.294,599,239.81,581,611.324198117286,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12049,31,0.0146,6,15690,1091,0.318,502,260.3,536,556.726277158591,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12050,31,0.0146,6,15690,1089,0.348,401,280.71,489,489.585323562128,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12051,31,0.0146,6,15690,1091,0.375,292,301.41,440,426.249584973238,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12052,31,0.0146,6,15690,1092,0.399,175,321.57,382,369.92260714782,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12053,31,0.0146,6,15690,1514,0.263,502,260.3,691,617.927626717011,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12054,31,0.0146,6,15690,1514,0.285,401,280.71,622,550.700822649389,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12055,31,0.0146,6,15690,1520,0.304,292,301.41,547,495.919665546215,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12056,31,0.0146,6,15690,1514,0.345,175,321.57,480,402.976916367648,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12057,31,0.0146,6,15690,1643,0.159,599,239.81,746,915.429748105723,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12058,31,0.0146,6,15690,1643,0.18,502,260.3,675,840.443252214078,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12059,31,0.0146,6,15690,1646,0.211,401,280.71,608,745.445883904518,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12060,31,0.0146,6,15690,1646,0.249,292,301.41,543,662.961664129751,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12061,31,0.0146,6,15690,1646,0.288,175,321.57,468,544.908148981704,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12062,31,0.0146,6,15690,1632,0.298,175,321.57,474,514.048149782432,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12063,31,0.0146,6,15690,1638,0.208,599,239.81,781,751.265771505943,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12064,31,0.0146,6,15690,1650,0.219,502,260.3,704,728.3610834885,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12065,31,0.0146,6,15690,1656,0.233,401,280.71,624,698.183518906001,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
12066,31,0.0146,6,15690,1653,0.273,292,301.41,559,590.825403939803,1637.3644871103252,2590.4533382973623,618.9241500764123,410.958904109589
